user_id,watch_time_hours,total_sessions,avg_session_mins,weekday_watch_ratio,recency_days,short_session_ratio,top_genres
USR-1337,13.3,24,28.4,0.49,3.0,0.67,Comedy
USR-1338,11.9,33,19.7,0.4,8.0,0.78,Animation
USR-1339,44.6,37,59.5,0.61,1.0,0.26,"Animation,Thriller,Horror,Documentary"
USR-1340,49.1,36,49.9,0.44,2.0,0.35,"Horror,Thriller,Romance"
USR-1341,52.3,56,53.8,0.54,5.0,0.39,"Drama,Comedy,Documentary,Sci-Fi"
USR-1342,0.5,1,18.1,0.52,38.0,0.37,"Documentary,Comedy"
USR-1343,14.8,39,23.4,0.54,3.0,0.68,"Comedy,Romance"
USR-1344,18.0,34,25.4,0.49,2.0,0.71,Romance
USR-1345,53.7,38,83.1,0.61,3.0,0.16,"Action,Thriller,Sci-Fi"
USR-1346,55.5,56,61.6,0.51,2.0,0.4,"Romance,Sci-Fi,Drama"
USR-1347,71.9,61,114.1,0.66,2.0,0.17,"Thriller,Sci-Fi,Action"
USR-1348,56.8,36,58.4,0.6,4.0,0.32,"Horror,Romance,Comedy,Thriller"
USR-1349,8.0,4,22.6,0.48,22.0,0.59,"Documentary,Drama"
USR-1350,59.4,36,56.9,0.72,3.0,0.08,"Action,Sci-Fi"
USR-1351,37.7,56,43.5,0.63,2.0,0.15,"Action,Thriller"
USR-1352,41.9,57,31.6,0.54,6.0,0.27,"Animation,Action,Drama,Horror,Thriller"
USR-1353,68.9,36,74.2,0.55,4.0,0.05,"Action,Sci-Fi"
USR-1354,20.9,30,27.8,0.4,8.0,0.66,"Animation,Comedy"
USR-1355,11.0,22,27.2,0.37,6.0,0.81,"Comedy,Animation"
USR-1356,10.1,5,8.2,0.39,44.0,0.31,Documentary
USR-1357,8.8,37,33.9,0.55,3.0,0.88,Animation
USR-1358,41.7,48,50.3,0.53,2.0,0.24,"Sci-Fi,Horror,Action"
USR-1359,81.8,44,96.0,0.78,2.0,0.06,"Sci-Fi,Thriller"
USR-1360,16.2,37,30.2,0.51,9.0,0.79,"Romance,Comedy"
USR-1361,35.7,37,65.3,0.61,6.0,0.37,"Romance,Documentary,Animation"
USR-1362,18.5,38,27.1,0.59,2.0,0.77,"Comedy,Romance"
USR-1363,58.7,67,90.0,0.52,4.0,0.06,"Sci-Fi,Action,Thriller"
USR-1364,26.4,42,57.5,0.69,3.0,0.42,"Romance,Documentary,Action,Comedy,Sci-Fi"
USR-1365,47.0,50,51.9,0.42,4.0,0.3,"Animation,Drama,Romance"
USR-1366,35.3,55,66.4,0.47,4.0,0.22,"Animation,Romance,Comedy,Action"
USR-1367,0.5,3,15.4,0.4,17.0,0.39,"Comedy,Drama"
USR-1368,6.9,18,17.0,0.36,6.0,0.87,"Romance,Comedy"
USR-1369,2.8,7,17.2,0.38,37.0,0.55,"Comedy,Documentary"
USR-1370,26.0,32,50.2,0.4,4.0,0.35,"Thriller,Sci-Fi,Romance"
USR-1371,25.4,30,22.4,0.46,8.0,0.8,"Animation,Comedy"
USR-1372,13.3,35,31.8,0.45,9.0,0.75,"Romance,Comedy"
USR-1373,42.5,45,46.9,0.5,4.0,0.32,"Drama,Thriller,Comedy,Documentary"
USR-1374,53.2,51,50.5,0.47,1.0,0.42,"Action,Animation,Drama,Comedy,Sci-Fi"
USR-1375,20.1,20,23.4,0.59,8.0,0.71,"Comedy,Romance"
USR-1376,31.4,46,47.2,0.62,5.0,0.44,"Horror,Romance,Drama,Comedy"
USR-1377,18.2,27,34.8,0.37,4.0,0.74,Animation
USR-1378,15.9,29,29.6,0.57,7.0,0.6,"Animation,Romance"
USR-1379,23.8,41,75.0,0.71,1.0,0.17,"Action,Sci-Fi"
USR-1380,21.8,30,31.0,0.4,8.0,0.67,Romance
USR-1381,11.1,34,25.0,0.38,9.0,0.73,"Animation,Comedy"
USR-1382,30.7,44,58.3,0.54,5.0,0.23,"Sci-Fi,Comedy,Documentary"
USR-1383,66.5,55,72.1,0.73,4.0,0.13,"Sci-Fi,Thriller"
USR-1384,2.4,5,18.3,0.65,17.0,0.61,Documentary
USR-1385,7.6,22,17.0,0.58,1.0,0.8,"Comedy,Romance"
USR-1386,1.8,3,29.6,0.4,22.0,0.3,"Documentary,Comedy"
USR-1387,23.3,17,22.6,0.34,8.0,0.73,Comedy
USR-1388,4.8,2,20.3,0.76,36.0,0.34,"Drama,Documentary"
USR-1389,20.1,17,24.2,0.37,6.0,0.8,"Romance,Comedy"
USR-1390,5.4,1,27.0,0.2,21.0,0.65,"Comedy,Drama"
USR-1391,13.4,37,29.8,0.33,6.0,0.66,"Comedy,Animation"
USR-1392,42.7,50,53.1,0.62,1.0,0.24,"Drama,Comedy,Animation"
USR-1393,13.3,29,30.7,0.3,2.0,0.63,Comedy
USR-1394,37.4,54,60.3,0.68,3.0,0.44,"Thriller,Romance,Action"
USR-1395,87.7,54,97.0,0.76,4.0,0.07,"Thriller,Sci-Fi,Action"
USR-1396,21.2,57,54.5,0.7,1.0,0.21,"Romance,Drama,Horror,Action"
USR-1397,65.4,66,88.9,0.61,1.0,0.16,"Sci-Fi,Action,Thriller"
USR-1398,21.9,31,20.9,0.47,1.0,0.85,"Romance,Comedy"
USR-1399,2.6,5,7.0,0.55,36.0,0.61,Comedy
USR-1400,4.8,2,39.6,0.76,35.0,0.46,"Drama,Documentary"
USR-1401,46.5,43,47.5,0.42,4.0,0.23,"Animation,Comedy,Romance,Sci-Fi,Thriller"
USR-1402,3.7,5,17.1,0.42,10.0,0.48,"Comedy,Documentary"
USR-1403,33.3,44,52.5,0.49,3.0,0.21,"Romance,Action,Drama,Documentary"
USR-1404,91.3,33,85.4,0.59,2.0,0.18,"Thriller,Action,Sci-Fi"
USR-1405,24.8,39,70.4,0.49,2.0,0.4,"Animation,Horror,Action"
USR-1406,13.6,18,34.3,0.53,6.0,0.68,"Comedy,Animation"
USR-1407,18.0,20,22.8,0.4,3.0,0.85,Romance
USR-1408,7.8,5,13.1,0.71,15.0,0.48,Drama
USR-1409,57.8,38,47.1,0.58,6.0,0.41,"Romance,Thriller,Sci-Fi"
USR-1410,1.5,16,35.1,0.35,9.0,0.84,"Romance,Animation"
USR-1411,21.3,16,38.2,0.32,5.0,0.85,Animation
USR-1412,9.2,39,17.3,0.43,6.0,0.66,"Animation,Romance"
USR-1413,15.4,20,21.7,0.53,4.0,0.89,"Romance,Comedy"
USR-1414,24.4,29,28.3,0.45,8.0,0.63,Romance
USR-1415,2.2,5,12.9,0.25,35.0,0.34,"Comedy,Drama"
USR-1416,27.9,43,38.3,0.63,5.0,0.46,"Animation,Comedy,Action"
USR-1417,72.9,53,79.8,0.54,2.0,0.1,"Action,Sci-Fi,Thriller"
USR-1418,58.8,42,39.7,0.47,6.0,0.28,"Comedy,Sci-Fi,Romance,Drama"
USR-1419,43.4,49,54.3,0.6,4.0,0.23,"Action,Animation,Horror"
USR-1420,20.4,33,39.6,0.6,2.0,0.73,"Comedy,Romance"
USR-1421,21.9,28,26.7,0.31,8.0,0.85,Romance
USR-1422,20.0,46,51.9,0.67,4.0,0.26,"Action,Horror,Drama,Thriller,Romance"
USR-1423,19.1,15,24.6,0.49,9.0,0.8,Romance
USR-1424,81.1,67,91.5,0.53,4.0,0.1,"Sci-Fi,Thriller,Action"
USR-1425,22.2,30,28.8,0.31,2.0,0.73,"Romance,Comedy"
USR-1426,35.0,44,65.1,0.67,4.0,0.25,"Action,Drama,Thriller,Documentary,Horror"
USR-1427,1.3,4,17.2,0.79,31.0,0.51,"Comedy,Documentary"
USR-1428,50.5,49,44.0,0.68,3.0,0.28,"Comedy,Romance,Action"
USR-1429,3.8,5,5.0,0.26,32.0,0.59,Comedy
USR-1430,1.1,6,21.8,0.52,22.0,0.68,Documentary
USR-1431,34.7,31,64.3,0.58,4.0,0.27,"Documentary,Sci-Fi,Comedy,Horror,Romance"
USR-1432,63.6,25,104.5,0.62,1.0,0.18,"Sci-Fi,Thriller,Action"
USR-1433,51.2,51,91.5,0.54,4.0,0.16,"Action,Thriller"
USR-1434,19.1,39,33.8,0.39,4.0,0.75,Romance
USR-1435,64.2,67,65.4,0.58,1.0,0.06,"Thriller,Action"
USR-1436,21.4,55,53.1,0.49,3.0,0.21,"Horror,Sci-Fi,Action,Comedy,Thriller"
USR-1437,65.6,31,93.2,0.69,1.0,0.2,"Action,Sci-Fi,Thriller"
USR-1438,48.5,43,47.1,0.62,1.0,0.49,"Comedy,Sci-Fi,Documentary"
USR-1439,19.1,37,23.9,0.54,2.0,0.78,Romance
USR-1440,2.0,6,19.4,0.3,39.0,0.5,Drama
USR-1441,3.7,1,30.6,0.45,32.0,0.47,Comedy
USR-1442,3.8,7,8.0,0.52,36.0,0.44,Comedy
USR-1443,52.4,50,98.5,0.56,3.0,0.14,"Thriller,Sci-Fi"
USR-1444,52.2,67,64.4,0.67,2.0,0.07,"Sci-Fi,Thriller,Action"
USR-1445,36.1,34,61.2,0.42,6.0,0.43,"Action,Sci-Fi,Animation,Comedy,Drama"
USR-1446,42.3,30,48.8,0.5,2.0,0.49,"Sci-Fi,Documentary,Comedy"
USR-1447,5.0,6,15.1,0.21,18.0,0.65,"Documentary,Drama"
USR-1448,14.0,34,16.4,0.31,6.0,0.64,Comedy
USR-1449,13.2,25,13.4,0.55,2.0,0.68,"Romance,Animation"
USR-1450,45.3,54,63.2,0.53,5.0,0.32,"Romance,Horror,Comedy,Sci-Fi,Action"
USR-1451,5.2,5,25.6,0.51,19.0,0.52,"Documentary,Drama"
USR-1452,12.7,29,21.7,0.48,6.0,0.75,Comedy
USR-1453,14.3,33,13.9,0.32,8.0,0.77,Comedy
USR-1454,57.3,31,78.6,0.53,2.0,0.17,"Thriller,Sci-Fi,Action"
USR-1455,20.5,22,11.1,0.39,9.0,0.88,Romance
USR-1456,40.4,47,87.4,0.8,3.0,0.16,"Action,Sci-Fi"
USR-1457,10.3,39,25.8,0.32,8.0,0.72,Romance
USR-1458,35.8,54,50.7,0.43,3.0,0.49,"Comedy,Drama,Thriller,Action"
USR-1459,46.1,34,95.1,0.66,2.0,0.1,"Thriller,Action,Sci-Fi"
USR-1460,22.1,17,20.0,0.4,6.0,0.82,"Animation,Romance"
USR-1461,11.4,37,33.6,0.38,1.0,0.85,Romance
USR-1462,53.1,59,93.5,0.64,2.0,0.11,"Action,Sci-Fi"
USR-1463,50.5,32,117.6,0.55,3.0,0.14,"Thriller,Sci-Fi,Action"
USR-1464,6.9,37,17.0,0.45,7.0,0.78,Comedy
USR-1465,38.8,52,35.1,0.49,4.0,0.26,"Sci-Fi,Action,Romance,Horror,Thriller"
USR-1466,56.5,55,53.8,0.55,5.0,0.35,"Drama,Comedy,Documentary,Action,Horror"
USR-1467,15.0,39,23.2,0.37,6.0,0.61,"Comedy,Romance"
USR-1468,54.9,43,87.3,0.69,1.0,0.1,"Thriller,Sci-Fi,Action"
USR-1469,4.6,1,30.7,0.39,38.0,0.62,Comedy
USR-1470,10.0,15,15.6,0.38,8.0,0.67,"Animation,Romance"
USR-1471,31.7,38,51.7,0.42,2.0,0.43,"Animation,Romance,Drama"
USR-1472,12.5,18,31.3,0.38,3.0,0.77,Animation
USR-1473,55.1,42,63.8,0.41,5.0,0.42,"Thriller,Documentary,Sci-Fi,Comedy,Action"
USR-1474,95.7,34,85.0,0.77,1.0,0.16,"Action,Sci-Fi,Thriller"
USR-1475,7.0,5,24.8,0.76,23.0,0.45,Documentary
USR-1476,38.9,46,55.0,0.45,1.0,0.42,"Action,Thriller,Sci-Fi,Animation,Horror"
USR-1477,7.5,33,38.3,0.46,8.0,0.85,Romance
USR-1478,3.2,6,23.7,0.58,39.0,0.44,Drama
USR-1479,52.8,43,62.7,0.76,3.0,0.19,"Action,Thriller"
USR-1480,45.3,52,40.1,0.66,6.0,0.3,"Sci-Fi,Action,Romance"
USR-1481,7.0,6,7.4,0.77,29.0,0.42,"Documentary,Drama"
USR-1482,80.4,28,102.4,0.69,3.0,0.08,"Thriller,Action,Sci-Fi"
USR-1483,3.8,7,19.6,0.3,20.0,0.57,Comedy
USR-1484,69.8,32,53.2,0.64,3.0,0.41,"Comedy,Action,Animation,Horror"
USR-1485,16.9,36,16.9,0.57,6.0,0.7,"Comedy,Animation"
USR-1486,51.5,31,54.1,0.63,5.0,0.24,"Romance,Horror,Drama,Documentary"
USR-1487,12.8,21,22.1,0.56,9.0,0.64,"Comedy,Animation"
USR-1488,21.5,34,23.9,0.43,5.0,0.85,Comedy
USR-1489,35.0,52,41.8,0.63,5.0,0.4,"Comedy,Thriller,Drama,Horror"
USR-1490,53.6,31,49.2,0.4,4.0,0.35,"Horror,Thriller,Action,Animation"
USR-1491,49.1,33,38.1,0.55,2.0,0.22,"Romance,Drama,Documentary,Sci-Fi,Animation"
USR-1492,63.4,42,75.9,0.64,1.0,0.12,"Sci-Fi,Thriller"
USR-1493,5.8,6,31.2,0.67,13.0,0.7,"Drama,Comedy"
USR-1494,50.9,33,41.5,0.7,4.0,0.46,"Thriller,Documentary,Animation"
USR-1495,44.9,46,88.2,0.67,3.0,0.08,"Sci-Fi,Action,Thriller"
USR-1496,4.0,1,29.2,0.52,10.0,0.68,"Comedy,Drama"
USR-1497,6.8,7,8.0,0.67,31.0,0.59,Documentary
USR-1498,67.7,61,111.1,0.55,1.0,0.09,"Thriller,Action"
USR-1499,13.1,18,23.1,0.58,1.0,0.85,Comedy
USR-1500,52.7,42,50.1,0.52,6.0,0.33,"Thriller,Drama,Documentary,Romance,Action"
USR-1501,28.1,50,55.0,0.52,3.0,0.31,"Horror,Romance,Thriller"
USR-1502,6.3,7,30.6,0.44,14.0,0.36,Comedy
USR-1503,12.4,17,43.7,0.49,7.0,0.79,Animation
USR-1504,4.7,2,28.6,0.75,10.0,0.52,"Comedy,Drama"
USR-1505,46.4,50,61.1,0.51,1.0,0.33,"Sci-Fi,Comedy,Romance,Documentary,Horror"
USR-1506,11.9,18,28.9,0.46,9.0,0.81,"Comedy,Animation"
USR-1507,15.9,25,20.4,0.33,9.0,0.62,"Comedy,Romance"
USR-1508,18.4,39,21.5,0.37,8.0,0.69,Animation
USR-1509,59.8,50,57.5,0.56,5.0,0.37,"Drama,Romance,Documentary"
USR-1510,10.6,32,34.5,0.45,8.0,0.78,Animation
USR-1511,5.8,33,23.4,0.33,9.0,0.81,"Romance,Animation"
USR-1512,0.5,4,24.8,0.69,12.0,0.47,Comedy
USR-1513,5.1,6,33.1,0.64,25.0,0.32,"Comedy,Drama"
USR-1514,90.0,32,66.1,0.72,4.0,0.14,"Thriller,Action,Sci-Fi"
USR-1515,68.4,57,66.6,0.72,1.0,0.11,"Sci-Fi,Thriller"
USR-1516,1.8,4,5.0,0.78,42.0,0.58,"Drama,Comedy"
USR-1517,7.0,37,55.1,0.41,1.0,0.31,"Animation,Sci-Fi,Drama"
USR-1518,50.7,33,59.1,0.53,3.0,0.3,"Action,Animation,Drama"
USR-1519,32.8,45,21.3,0.58,4.0,0.46,"Action,Comedy,Thriller,Romance,Horror"
USR-1520,6.1,1,26.8,0.58,38.0,0.41,"Comedy,Documentary"
USR-1521,21.7,38,26.5,0.52,7.0,0.89,"Comedy,Romance"
USR-1522,66.1,34,67.1,0.72,1.0,0.17,"Thriller,Action"
USR-1523,26.2,39,54.2,0.61,1.0,0.49,"Romance,Horror,Documentary"
USR-1524,12.3,26,24.9,0.45,8.0,0.68,"Romance,Animation"
USR-1525,57.2,53,95.1,0.62,1.0,0.15,"Sci-Fi,Action,Thriller"
USR-1526,3.4,1,28.6,0.4,31.0,0.43,Drama
USR-1527,56.0,34,88.4,0.7,1.0,0.13,"Sci-Fi,Thriller"
USR-1528,24.0,39,24.0,0.44,9.0,0.83,"Comedy,Romance"
USR-1529,12.3,22,35.6,0.55,7.0,0.73,Comedy
USR-1530,88.8,42,56.0,0.6,4.0,0.14,"Sci-Fi,Thriller,Action"
USR-1531,19.2,27,47.0,0.51,4.0,0.85,"Romance,Animation"
USR-1532,10.1,15,32.7,0.33,2.0,0.62,"Romance,Comedy"
USR-1533,8.6,22,19.4,0.47,2.0,0.6,"Romance,Comedy"
USR-1534,6.7,4,16.8,0.28,18.0,0.46,Documentary
USR-1535,50.4,39,103.7,0.56,3.0,0.15,"Thriller,Action,Sci-Fi"
USR-1536,35.4,33,37.5,0.47,2.0,0.48,"Romance,Comedy,Thriller,Drama,Action"
USR-1537,62.9,28,92.8,0.75,3.0,0.05,"Sci-Fi,Action"
USR-1538,15.0,19,20.5,0.57,6.0,0.79,Romance
USR-1539,1.3,2,34.2,0.46,42.0,0.39,Comedy
USR-1540,1.8,6,5.0,0.37,21.0,0.68,Drama
USR-1541,39.2,33,52.9,0.59,1.0,0.46,"Thriller,Horror,Sci-Fi,Animation"
USR-1542,12.7,24,20.7,0.58,4.0,0.69,"Animation,Romance"
USR-1543,42.7,51,62.7,0.45,1.0,0.3,"Comedy,Sci-Fi,Horror,Animation,Documentary"
USR-1544,81.1,55,110.4,0.65,3.0,0.2,"Action,Thriller"
USR-1545,0.5,1,14.9,0.68,24.0,0.48,"Drama,Comedy"
USR-1546,19.8,32,33.6,0.56,7.0,0.73,"Animation,Comedy"
USR-1547,13.5,37,27.6,0.35,4.0,0.62,"Animation,Romance"
USR-1548,21.9,27,24.2,0.36,4.0,0.69,"Animation,Comedy"
USR-1549,82.1,34,76.2,0.64,1.0,0.08,"Action,Sci-Fi"
USR-1550,23.0,35,17.3,0.33,1.0,0.68,Romance
USR-1551,59.7,64,59.5,0.63,3.0,0.09,"Thriller,Sci-Fi,Action"
USR-1552,38.1,46,61.2,0.7,4.0,0.32,"Thriller,Romance,Sci-Fi,Animation"
USR-1553,0.5,6,25.7,0.73,14.0,0.36,"Drama,Documentary"
USR-1554,5.4,5,28.6,0.23,30.0,0.46,"Documentary,Drama"
USR-1555,4.8,34,25.6,0.33,2.0,0.69,Comedy
USR-1556,20.1,31,26.2,0.49,3.0,0.88,Romance
USR-1557,40.4,59,44.8,0.61,1.0,0.26,"Documentary,Comedy,Animation,Horror"
USR-1558,4.0,5,31.8,0.34,33.0,0.58,"Comedy,Drama"
USR-1559,42.1,56,24.8,0.5,4.0,0.41,"Thriller,Documentary,Romance"
USR-1560,18.0,32,24.5,0.5,1.0,0.77,"Romance,Comedy"
USR-1561,30.9,35,47.1,0.48,1.0,0.46,"Thriller,Romance,Sci-Fi,Action"
USR-1562,34.2,57,61.1,0.5,3.0,0.25,"Comedy,Romance,Action,Drama,Horror"
USR-1563,41.0,31,69.1,0.53,6.0,0.39,"Comedy,Animation,Sci-Fi"
USR-1564,15.0,27,23.0,0.52,2.0,0.85,"Comedy,Romance"
USR-1565,17.4,36,23.6,0.59,3.0,0.62,Animation
USR-1566,9.0,33,32.5,0.42,9.0,0.67,Romance
USR-1567,3.4,4,30.2,0.34,44.0,0.41,"Comedy,Documentary"
USR-1568,48.6,59,95.0,0.69,2.0,0.05,"Action,Sci-Fi,Thriller"
USR-1569,62.5,67,106.7,0.74,3.0,0.17,"Sci-Fi,Thriller,Action"
USR-1570,6.9,2,45.0,0.29,25.0,0.53,Drama
USR-1571,20.6,38,26.5,0.46,4.0,0.76,"Animation,Comedy"
USR-1572,17.4,34,23.5,0.4,2.0,0.73,"Animation,Comedy"
USR-1573,5.0,3,27.2,0.57,11.0,0.66,"Documentary,Comedy"
USR-1574,43.3,49,64.3,0.48,2.0,0.36,"Thriller,Action,Drama,Horror,Documentary"
USR-1575,12.2,26,12.0,0.54,1.0,0.63,"Comedy,Animation"
USR-1576,0.5,3,40.4,0.75,37.0,0.65,Documentary
USR-1577,7.3,21,29.5,0.34,5.0,0.64,Comedy
USR-1578,46.2,48,59.8,0.62,5.0,0.46,"Sci-Fi,Comedy,Action,Animation"
USR-1579,34.4,35,33.3,0.69,3.0,0.23,"Horror,Documentary,Thriller,Sci-Fi,Romance"
USR-1580,2.6,3,19.3,0.26,19.0,0.32,"Drama,Comedy"
USR-1581,48.1,44,48.1,0.69,1.0,0.49,"Drama,Animation,Action"
USR-1582,45.1,42,41.4,0.53,3.0,0.22,"Sci-Fi,Action,Thriller,Documentary"
USR-1583,4.8,6,5.0,0.26,30.0,0.6,"Drama,Comedy"
USR-1584,18.6,29,8.8,0.51,6.0,0.66,"Romance,Animation"
USR-1585,14.2,30,29.5,0.46,6.0,0.66,Animation
USR-1586,5.7,33,30.3,0.38,8.0,0.82,Romance
USR-1587,51.8,31,36.8,0.6,5.0,0.39,"Documentary,Horror,Animation,Comedy,Drama"
USR-1588,48.5,52,61.8,0.64,6.0,0.42,"Comedy,Documentary,Drama,Sci-Fi,Romance"
USR-1589,74.8,48,98.8,0.57,4.0,0.06,"Sci-Fi,Thriller"
USR-1590,65.1,40,117.4,0.56,3.0,0.15,"Action,Thriller,Sci-Fi"
USR-1591,52.3,55,44.5,0.49,3.0,0.48,"Thriller,Romance,Drama"
USR-1592,13.7,15,28.0,0.33,2.0,0.87,Romance
USR-1593,1.0,3,30.6,0.38,34.0,0.51,Documentary
USR-1594,70.2,61,67.0,0.53,4.0,0.06,"Sci-Fi,Thriller,Action"
USR-1595,18.0,35,41.6,0.37,7.0,0.61,Comedy
USR-1596,16.0,23,32.6,0.43,1.0,0.65,"Comedy,Romance"
USR-1597,5.9,3,13.6,0.33,27.0,0.45,"Documentary,Comedy"
USR-1598,67.0,66,69.5,0.63,3.0,0.08,"Sci-Fi,Action"
USR-1599,52.7,59,49.1,0.67,5.0,0.25,"Action,Drama,Documentary"
USR-1600,56.9,38,98.1,0.79,2.0,0.14,"Sci-Fi,Action,Thriller"
USR-1601,38.2,30,41.0,0.69,5.0,0.23,"Drama,Thriller,Animation,Comedy"
USR-1602,18.9,39,19.7,0.38,9.0,0.7,"Comedy,Animation"
USR-1603,18.2,17,27.2,0.55,9.0,0.61,"Romance,Animation"
USR-1604,75.9,42,87.7,0.59,1.0,0.12,"Action,Sci-Fi,Thriller"
USR-1605,7.2,6,12.9,0.24,15.0,0.53,Documentary
USR-1606,13.3,25,35.3,0.42,1.0,0.87,Romance
USR-1607,26.9,37,47.0,0.41,4.0,0.46,"Animation,Action,Romance,Horror,Thriller"
USR-1608,5.5,3,11.3,0.44,24.0,0.31,Documentary
USR-1609,47.4,66,130.5,0.73,4.0,0.16,"Thriller,Sci-Fi"
USR-1610,14.8,26,26.3,0.41,5.0,0.85,"Romance,Animation"
USR-1611,40.5,30,44.3,0.55,2.0,0.22,"Drama,Sci-Fi,Thriller,Horror"
USR-1612,8.0,4,26.8,0.32,38.0,0.4,"Drama,Comedy"
USR-1613,9.5,6,25.6,0.74,16.0,0.36,Documentary
USR-1614,10.9,29,30.5,0.44,9.0,0.88,Comedy
USR-1615,60.1,30,83.4,0.61,4.0,0.14,"Sci-Fi,Action"
USR-1616,13.9,15,10.2,0.5,2.0,0.63,Romance
USR-1617,78.5,53,107.6,0.57,2.0,0.06,"Sci-Fi,Action"
USR-1618,45.9,47,60.1,0.8,3.0,0.17,"Thriller,Sci-Fi,Action"
USR-1619,43.7,47,39.4,0.51,5.0,0.44,"Comedy,Drama,Sci-Fi"
USR-1620,26.3,36,42.3,0.64,6.0,0.44,"Comedy,Animation,Thriller,Romance"
USR-1621,16.4,25,24.6,0.34,2.0,0.81,Comedy
USR-1622,15.6,58,75.3,0.42,2.0,0.24,"Comedy,Thriller,Horror"
USR-1623,1.3,3,23.6,0.59,39.0,0.33,"Documentary,Drama"
USR-1624,69.3,44,67.0,0.65,4.0,0.16,"Action,Sci-Fi"
USR-1625,14.0,27,18.4,0.3,9.0,0.63,"Comedy,Romance"
USR-1626,51.1,47,82.6,0.53,1.0,0.19,"Sci-Fi,Action,Thriller"
USR-1627,46.0,65,98.4,0.73,2.0,0.07,"Sci-Fi,Action"
USR-1628,47.3,42,79.9,0.64,1.0,0.07,"Thriller,Sci-Fi"
USR-1629,31.8,38,76.9,0.66,2.0,0.18,"Sci-Fi,Thriller"
USR-1630,16.7,32,27.3,0.48,6.0,0.77,Romance
USR-1631,71.0,39,65.0,0.47,5.0,0.23,"Horror,Romance,Sci-Fi,Thriller"
USR-1632,7.8,30,34.6,0.38,9.0,0.75,Romance
USR-1633,47.4,44,99.7,0.73,,0.16,"Sci-Fi,Action"
USR-1634,43.7,43,47.0,0.65,3.0,0.47,"Documentary,Horror,Animation,Drama"
USR-1635,15.5,32,31.4,0.57,9.0,0.8,"Comedy,Romance"
USR-1636,13.7,25,23.7,0.6,1.0,0.84,"Romance,Comedy"
USR-1637,91.2,61,103.4,0.73,2.0,0.08,"Action,Sci-Fi,Thriller"
USR-1638,75.3,47,82.2,0.75,3.0,0.12,"Sci-Fi,Action,Thriller"
USR-1639,43.9,59,44.3,0.55,6.0,0.32,"Comedy,Sci-Fi,Action"
USR-1640,78.1,43,104.0,0.7,1.0,0.07,"Sci-Fi,Action,Thriller"
USR-1641,14.5,23,11.5,0.36,3.0,0.62,"Romance,Comedy"
USR-1642,10.0,16,13.7,0.57,3.0,0.86,"Romance,Animation"
USR-1643,7.0,21,28.5,0.33,1.0,0.6,"Comedy,Animation"
USR-1644,71.7,48,69.0,0.56,4.0,0.19,"Action,Sci-Fi"
USR-1645,66.8,31,94.9,0.62,2.0,0.13,"Action,Thriller,Sci-Fi"
USR-1646,1.9,2,7.8,0.67,17.0,0.5,Comedy
USR-1647,67.3,50,50.2,0.55,2.0,0.1,"Action,Thriller,Sci-Fi"
USR-1648,15.3,20,7.2,0.57,3.0,0.75,Comedy
USR-1649,7.4,3,32.9,0.43,32.0,0.67,"Drama,Comedy"
USR-1650,8.0,38,50.1,0.45,2.0,0.2,"Sci-Fi,Action,Thriller,Romance"
USR-1651,51.6,30,55.7,0.66,3.0,0.46,"Animation,Romance,Horror,Thriller,Documentary"
USR-1652,79.7,54,57.0,0.7,3.0,0.06,"Action,Sci-Fi"
USR-1653,5.4,1,33.0,0.71,28.0,0.5,Drama
USR-1654,80.9,32,89.0,0.79,2.0,0.1,"Action,Thriller"
USR-1655,6.0,1,16.1,0.38,33.0,0.45,"Drama,Documentary"
USR-1656,24.2,20,24.4,0.47,5.0,0.71,"Comedy,Romance"
USR-1657,61.2,58,48.5,0.48,4.0,0.26,"Thriller,Action,Drama"
USR-1658,14.2,22,18.9,0.36,1.0,0.69,Romance
USR-1659,64.1,60,89.9,0.65,2.0,0.06,"Sci-Fi,Thriller,Action"
USR-1660,43.5,32,58.4,0.59,6.0,0.45,"Animation,Thriller,Documentary,Horror,Comedy"
USR-1661,15.5,24,20.9,0.43,8.0,0.89,"Animation,Romance"
USR-1662,39.3,46,41.2,0.56,5.0,0.28,"Sci-Fi,Drama,Horror,Romance,Comedy"
USR-1663,89.2,49,104.3,0.51,1.0,0.14,"Sci-Fi,Action"
USR-1664,73.0,59,66.7,0.77,3.0,0.14,"Sci-Fi,Action"
USR-1665,13.4,22,34.7,0.42,1.0,0.81,"Comedy,Romance"
USR-1666,6.0,5,18.9,0.61,38.0,0.53,"Comedy,Documentary"
USR-1667,1.0,5,8.8,0.38,35.0,0.38,"Documentary,Drama"
USR-1668,75.5,56,78.2,0.77,2.0,0.17,"Action,Sci-Fi,Thriller"
USR-1669,7.9,32,23.2,0.42,9.0,0.68,"Romance,Comedy"
USR-1670,4.1,4,30.4,0.57,29.0,0.52,Comedy
USR-1671,6.6,3,30.0,0.59,23.0,0.54,"Comedy,Drama"
USR-1672,19.5,41,43.3,0.65,2.0,0.33,"Comedy,Thriller,Drama,Sci-Fi"
USR-1673,45.9,68,68.4,0.76,3.0,0.09,"Sci-Fi,Action,Thriller"
USR-1674,19.2,24,34.5,0.43,6.0,0.89,"Comedy,Animation"
USR-1675,48.7,41,76.6,0.44,3.0,0.39,"Sci-Fi,Action,Documentary"
USR-1676,60.9,31,82.2,0.62,1.0,0.11,"Sci-Fi,Thriller"
